age,breed,base_energy_level,hours_since_last_activity,total_distance_24h,total_duration_24h,num_activities_24h,hour_of_day,day_of_week,energy_state,energy_state_class,energy_score
5,German Shepherd,high,4.618072075378954,3809.355046403429,120.21731164192698,5,5,4,medium,1,0.5478632860339594
5,Border Collie,high,6.0230567602846,3622.0216339062777,72.44455061478911,2,8,4,high,2,0.8519516047667273
12,Corgi,medium,6.162860137818907,8277.897264118556,39.71066472484895,2,14,4,low,0,0.0
10,Rottweiler,medium,3.461518512607424,9725.889389349442,24.99788278971936,3,14,3,low,0,0.07831057154152535
1,Labrador,high,10.203499423400187,3722.7907040007067,69.58531089149069,3,4,2,high,2,0.8727276042545674
14,German Shepherd,high,5.978568163534157,2513.3315224081525,73.2638045182931,1,9,6,high,2,0.7156834000853474
9,Husky,high,2.920123377390111,2241.3602412693863,71.8696321585359,2,16,4,high,2,0.734513028083999
11,Corgi,medium,8.311027859323481,363.05937956835317,122.4187035088352,2,8,2,medium,1,0.4273534761092021
9,Labrador,high,2.743700847614531,5423.285059570926,101.66458786404881,2,22,2,low,0,0.3161697742258647
10,Bulldog,low,1.8730517864629426,9054.497005532854,26.502212015892397,1,17,4,low,0,0.0
4,Pomeranian,medium,5.328523104336247,8582.970043637815,65.47390920952992,2,1,6,low,0,0.07681240943017698
13,Corgi,medium,1.8261966569675847,6672.731787822541,115.71130593976562,2,3,4,low,0,0.0
7,Rottweiler,medium,11.875508303667814,1262.1703224562293,46.684601879154485,1,1,2,high,2,0.6721500810158703
4,Golden Retriever,high,0.4964566068548325,4192.568930836055,26.75266832736439,2,20,1,medium,1,0.5398384701123397
5,Corgi,medium,5.230575566483354,5998.207758682735,10.089834879692896,3,13,5,medium,1,0.36872587338785956
11,Husky,high,12.961816950939532,1719.580581831096,32.47863591217206,3,10,1,high,2,0.9816588578253629
3,Dachshund,medium,2.520692708869629,2609.360228313363,82.70091557174877,1,3,6,medium,1,0.3453643091863201
7,Bulldog,low,2.1154915887704497,1060.5423513709743,134.0795072137471,1,11,3,low,0,0.0
10,Shih Tzu,low,11.868362301529583,1105.8855096803986,27.348784284912284,2,12,1,medium,1,0.3964142803990551
14,German Shepherd,high,0.8714342803796784,12730.14565839168,17.851270967163455,3,18,3,low,0,0.006086987751585116
3,Shih Tzu,low,5.4765810765933045,2298.5262841108515,78.22514692001819,2,1,4,low,0,0.09113524026319186
12,Corgi,medium,8.00984745839844,3304.8773176223413,59.66515305115987,1,19,4,low,0,0.2527086026214005
9,Boxer,high,4.842642994323185,589.2450903782446,69.67881161615297,1,10,5,high,2,1.0
7,Golden Retriever,high,0.18613251022001626,3383.3481660831508,67.98387160182703,2,20,4,medium,1,0.4801416395341104
3,Boxer,high,1.1922381376240432,2113.991861404428,60.58077024120262,1,14,4,high,2,0.7415791983397951
1,Chihuahua,medium,1.1398814436787252,2552.5483293205402,126.00822083820995,1,11,5,low,0,0.31749123887322145
11,Pomeranian,medium,1.1263387168992223,4383.21868342981,46.54198048386165,3,5,5,low,0,0.10609090639954427
8,Corgi,medium,12.31838350446215,7132.193457406363,89.30124244242688,2,2,0,low,0,0.22078834485725352
10,Pomeranian,medium,3.546960787558438,2959.771487142306,59.38001398211928,3,1,3,medium,1,0.39974635560880406
2,Pomeranian,medium,2.8299005905474455,2112.2286545178517,46.40264283172221,1,7,0,medium,1,0.6210913501587474
8,Dachshund,medium,2.576345391874849,1370.8169264567305,44.36614084010632,1,14,6,medium,1,0.5164413888435778
7,Pomeranian,medium,4.093371606562465,2925.2523246539777,82.01595433902301,0,22,6,low,0,0.2043345014492449
10,Border Collie,high,0.007262095015994464,1542.6164386979112,43.93722586945971,2,11,3,high,2,0.7977209839214093
3,Shih Tzu,low,6.692990569373922,583.5047240752898,23.002720313919063,0,11,6,medium,1,0.352366091926917
4,Pomeranian,medium,0.5976453346682713,7697.727046927243,63.071797332629146,4,2,3,low,0,0.05708430609726368
12,Dachshund,medium,2.1724735911779245,3237.347118287698,57.2510634328068,2,7,0,low,0,0.31550607417368653
8,Rottweiler,medium,6.407763397473134,1971.8163024741602,60.452940452387324,3,3,0,medium,1,0.5040213940118009
10,Shih Tzu,low,12.158204259832628,4938.143498008107,116.33016317400278,2,16,3,low,0,0.0
12,Border Collie,high,28.28399260557257,5304.411864718971,35.75206721202817,0,11,3,high,2,0.8637549968463343
1,Border Collie,high,4.121517509977727,2358.492353270319,71.49160768611883,1,17,0,high,2,0.8484533980881125
3,Dachshund,medium,1.1191548990077151,873.1920793372187,20.556143301832044,2,23,4,medium,1,0.43153736530198195
3,Rottweiler,medium,3.5846520069587466,2469.7732155765366,40.774194738643644,3,15,0,medium,1,0.4762889870014445
11,Corgi,medium,19.605138837025457,5301.842650592729,71.91036451309336,1,21,1,low,0,0.14553251029879372
6,Boxer,high,5.826128401420687,390.2078471268088,103.96591835582726,1,14,6,high,2,0.8137748733065014
2,Bulldog,low,12.400284057637533,4133.632792890708,8.502614011966838,3,3,0,low,0,0.2707302316905993
8,Boxer,high,2.0558580025494884,3371.705943531016,32.29673129449422,3,17,2,high,2,0.751220115194395
2,Dachshund,medium,12.430794218663557,2238.154320748284,105.35535182439098,5,20,0,low,0,0.3261689315051848
2,Pomeranian,medium,1.0505449742230595,5040.427412263614,46.08945526728495,2,9,4,medium,1,0.4165264666663552
14,Bulldog,low,23.93809683759872,1975.1900700150227,28.57243934616651,1,5,3,medium,1,0.342359111393661
14,Boxer,high,0.28785679782901313,4154.422317617599,52.434412222601345,2,11,1,medium,1,0.4244462436835909
8,Shih Tzu,low,10.688280912690791,7568.359023700416,46.339924595532565,5,8,5,low,0,0.09151999563399008
4,Husky,high,1.8481213754826538,2539.4745152069145,39.43598113742163,2,6,4,high,2,0.929843599168742
12,Labrador,high,6.884767014288235,2317.7685685047986,16.857894911006987,0,3,5,high,2,0.7335352655169987
10,Corgi,medium,8.538507055408655,2642.710865203631,86.07312618495092,1,21,2,low,0,0.285229650215549
7,Bulldog,low,0.08121256522694707,1873.2578099586688,35.075180782049515,1,22,2,low,0,0.0
3,Border Collie,high,3.931291804789712,5123.304739172814,26.939218245297223,1,9,1,high,2,0.8407752001162166
5,Poodle,medium,3.358734148731145,366.3099012759135,13.74030244894331,3,11,1,high,2,0.666316218946606
14,Husky,high,0.9856614882420367,7383.975286932502,43.74496462478669,3,15,3,low,0,0.2640267626927837
10,Beagle,high,15.158525957969552,5013.738163771023,79.55576467120676,2,21,6,medium,1,0.6029283977952142
10,Corgi,medium,2.67939551139641,2394.785229853706,28.37685976339794,1,9,4,medium,1,0.6466939953235563
1,Corgi,medium,0.9281703390341267,5766.401713999239,44.34061202875783,3,14,4,low,0,0.3253005394053865
3,Bulldog,low,1.245449686647298,5539.464653599366,51.015844971266475,3,2,4,low,0,0.0
11,Pomeranian,medium,1.279430361254493,2836.1202401488435,20.14652267603864,1,10,4,medium,1,0.41745698492188094
11,Boxer,high,11.644181755575776,4513.940791015253,52.06283312420599,1,8,5,high,2,0.7430761656548328
7,Shih Tzu,low,3.0761620097660947,5266.031052602147,35.991972177931565,3,21,3,low,0,0.0
1,Shih Tzu,low,8.47491386717087,10055.572151622711,62.14534930185665,3,11,0,low,0,0.0
6,Shih Tzu,low,0.23357034590628756,5468.663775625083,21.060691337702725,5,23,4,low,0,0.0
12,Golden Retriever,high,2.903752908841456,1436.9572759786013,96.72386448536122,0,8,5,high,2,0.6703687840419053
11,Corgi,medium,0.881372428803683,2318.2423160347007,36.7222842115843,2,11,3,low,0,0.25045595765568524
7,Boxer,high,0.11203817616649347,2416.6519948234545,18.882278750134343,1,6,6,high,2,0.9596624863713652
3,Boxer,high,11.382308099018974,1353.271810368276,44.60481784860897,2,9,1,high,2,1.0
7,Shih Tzu,low,11.066697694336852,4438.384658330237,22.656673792115086,2,11,5,low,0,0.19483353092551234
12,Corgi,medium,1.9909914743298627,796.9929330112275,47.860391651918725,2,11,2,medium,1,0.3323793027950272
2,Husky,high,7.169812904118012,5329.63555861346,100.83937899976317,0,20,5,medium,1,0.3976203007190847
6,Shih Tzu,low,3.68608077640551,7038.392111430912,50.93513359731206,1,22,5,low,0,0.0
14,Bulldog,low,0.10574910118608508,4302.028979519382,83.39912214991449,3,10,3,low,0,0.0
4,Chihuahua,medium,2.8519675764508525,6133.620941722162,47.709857135178204,2,11,6,low,0,0.22690756026623898
4,German Shepherd,high,0.2460778064019686,1519.4751847852103,36.519460309606856,0,3,1,high,2,0.8216341349122364
5,German Shepherd,high,0.8004415164839935,12721.922912338958,70.83026439975255,2,10,2,low,0,0.22294965620168095
9,Shih Tzu,low,1.8972929584699831,9085.514621755181,58.69579455800137,4,14,0,low,0,0.0
4,Pomeranian,medium,0.14234079865545268,9516.630375349063,36.33038097886251,4,0,2,low,0,0.007215238342824099
6,Shih Tzu,low,9.268665629046119,298.01012063635255,33.55376501513118,2,2,4,medium,1,0.3860460740414262
9,Pomeranian,medium,4.9500303831547345,6688.691586032644,28.3037713662257,1,2,3,low,0,0.2770862494750559
6,Labrador,high,5.7470953325133705,2448.277744708383,31.931220017615306,3,10,5,high,2,1.0
13,Golden Retriever,high,0.2594710641365307,2326.5790833974947,75.23486897367357,3,23,4,low,0,0.32664260029757525
3,Golden Retriever,high,5.176625748543882,2350.2975133691166,35.67432228183195,1,21,6,high,2,0.7060734393023378
14,Dachshund,medium,0.08723311548753165,3866.50632891183,26.98294538098644,4,12,4,low,0,0.16867280873761625
7,Beagle,high,13.649368449724992,3156.680634482666,31.44049756680904,1,17,5,high,2,0.9594873921761007
13,Beagle,high,1.2338564482137997,2421.678819470658,41.08870464954386,1,0,3,medium,1,0.5725417833447974
9,German Shepherd,high,3.248533335441281,2902.564873939231,53.85093994973112,3,18,6,high,2,0.745360979946673
4,Beagle,high,2.096134132410916,4923.705738257998,50.175270750584815,3,11,5,medium,1,0.6140750477015734
14,Golden Retriever,high,4.577064714697995,1444.0707144806327,61.15623708140214,3,6,2,high,2,0.78674957633929
14,Labrador,high,9.359663722970803,990.1316021731751,69.54570124041618,2,11,3,high,2,0.7227222461514158
14,Shih Tzu,low,20.323027724331844,5314.07107407196,33.70235550105268,2,23,0,low,0,0.0
8,Boxer,high,11.475848140551786,4554.434952548567,17.156656612952812,2,23,3,high,2,0.725106396990567
11,Husky,high,2.769574706428074,368.1201937441208,68.35542749120506,1,1,3,medium,1,0.6531837980878079
12,Chihuahua,medium,1.7299671261781666,9859.509569232561,48.369949513353006,3,10,2,low,0,0.0
5,Golden Retriever,high,7.594169884359642,803.8202936601756,140.28663121054748,2,9,1,high,2,0.8776237024266815
12,Chihuahua,medium,3.655673286099179,6482.038889560135,158.6118058067444,2,12,0,low,0,0.0
1,German Shepherd,high,0.8821579979703342,1309.9902734723132,26.215385751140268,4,0,6,high,2,0.9705647525133161
2,Boxer,high,3.6179867356770905,1927.4741616003214,17.490913684646326,5,17,2,high,2,0.9009240450203163
8,Beagle,high,1.1369982267990424,5332.925829236354,8.942448968725003,2,11,5,high,2,0.676618298270657
5,Poodle,medium,7.399474704634763,1963.642745231814,49.17094132621219,3,18,2,medium,1,0.5492453270478067
7,Border Collie,high,6.929968784998145,3458.5494451512463,57.53557125611977,2,23,6,medium,1,0.614147584900595
6,Labrador,high,0.7408608135738474,8926.84099980217,24.40280953161825,1,9,4,medium,1,0.565730196409055
8,Shih Tzu,low,0.3165901803136135,3213.503375329025,55.07038984481306,2,10,6,low,0,0.15812365920678606
9,Poodle,medium,3.269289662537883,1674.6558526156045,60.7902388956703,2,23,3,low,0,0.3186998793128526
8,Poodle,medium,3.8007504277967046,6021.003217468491,82.73817795451853,1,18,4,low,0,0.16190686919553932
7,Chihuahua,medium,10.675416844364438,6421.596028041741,60.74618507695615,0,13,1,low,0,0.3074290563645124
7,German Shepherd,high,14.208379446091334,4105.3897428633445,20.169388350320375,3,1,5,high,2,0.9400594686539206
8,Dachshund,medium,8.651279343472691,7042.367940445947,11.171484111744611,2,8,3,medium,1,0.5103838690184266
14,Border Collie,high,17.49452079821029,1088.362376792262,37.56975904851501,4,1,4,high,2,0.932349206408015
11,Boxer,high,2.62785660872005,2758.8673811176886,73.50311603594673,3,1,1,medium,1,0.49450777718840605
11,Pomeranian,medium,2.0489693100959663,4929.568265586613,42.538332727175145,6,23,6,low,0,0.0
7,Golden Retriever,high,1.5660481126675978,3442.4755715608335,46.87340049694392,1,13,3,high,2,0.7023687663417835
3,Labrador,high,2.7828735468505865,2349.288042985854,26.553065250591406,1,7,4,high,2,0.9890412800752134
1,German Shepherd,high,1.921661751131296,7112.327908741365,26.780564220647335,4,6,0,high,2,0.788336610776088
10,Rottweiler,medium,0.8075675757850844,4133.118208342298,42.60317527455422,2,8,3,medium,1,0.47563109557616134
5,Rottweiler,medium,8.558855834411604,4125.51663413821,124.44689679412926,1,15,0,low,0,0.2506660238732443
3,Bulldog,low,3.319281114211578,2784.8813683396143,63.08569456306711,2,16,2,low,0,0.06384756672881495
14,Corgi,medium,4.395124618797413,914.0458657593337,30.23595720039434,3,13,3,medium,1,0.4094860987000776
3,Labrador,high,1.5158926953010976,1361.7411112642005,16.279175008260005,2,14,3,high,2,0.9028624740585163
1,Shih Tzu,low,0.5795321269919242,4860.6734325291645,40.49517535480607,4,1,2,low,0,0.050113857777766994
7,Corgi,medium,9.26052542197035,4610.862181974981,61.25589895901642,4,5,6,medium,1,0.3912172787167993
7,Beagle,high,18.823903966303686,6007.23250376339,53.5513250903287,3,9,5,high,2,0.969419469820103
5,Bulldog,low,18.190120847904556,1478.2867490464255,126.27602653935263,2,0,3,low,0,0.23211474284057548
8,Bulldog,low,0.38654410989668647,3736.891920291718,73.34151919512185,2,23,2,low,0,0.0
11,Chihuahua,medium,6.886425122663681,1015.063307238949,55.3008702051141,3,18,3,medium,1,0.38228444476393914
10,Corgi,medium,29.105778522010148,1853.614596201858,39.92270743443469,2,21,1,high,2,0.7907393310086376
2,Boxer,high,0.8060303068134222,2264.361405121839,38.12319914486258,0,19,3,high,2,0.7822641562774235
5,Poodle,medium,10.770453386736625,2384.81359203437,50.66420196427987,2,2,2,medium,1,0.5764249026795152
4,Husky,high,9.918796099369164,9040.577294415527,76.47414407069,2,12,2,medium,1,0.4316932704811628
2,Corgi,medium,7.903681036475895,2532.9387100112226,141.73656032576793,3,12,4,low,0,0.2920769605261717
10,Dachshund,medium,12.576940741043266,2327.5697280520076,79.84059133212212,1,16,6,medium,1,0.5370266836706287
11,German Shepherd,high,8.9237319794312,1006.3042070685069,71.95963956091418,2,23,5,medium,1,0.5584515149974574
5,Corgi,medium,6.074494138244235,3870.630189297937,63.52023315268533,1,21,5,low,0,0.22686984139781438
2,Labrador,high,3.1862903829999825,5362.415232764361,105.10289220357122,2,5,6,medium,1,0.4686026952418767
12,Pomeranian,medium,11.14090348702507,1157.2297187848194,39.56773959651967,3,22,6,medium,1,0.3339952593320295
13,Bulldog,low,9.854031251183201,963.6414406834485,20.13473818970436,2,16,0,low,0,0.18941185560445217
7,Rottweiler,medium,15.301366009180992,1434.2289205145098,127.96698161375822,1,15,1,medium,1,0.5157182442210837
10,Shih Tzu,low,9.52374328513365,1768.680170220287,68.73773842384492,0,5,2,low,0,0.21409723181273135
5,Beagle,high,1.5977367885248723,6712.649853939354,48.5764663018871,2,10,2,medium,1,0.6524287894843356
3,Border Collie,high,8.847642898673028,3435.0956805587057,87.57503267386363,2,3,0,high,2,0.7224173924597024
4,Border Collie,high,0.677665481970138,2060.8591081415984,41.64187986477529,4,3,5,high,2,0.7835381785490682
4,Labrador,high,2.2131239004732297,4199.204224125391,51.14078355248328,1,0,5,medium,1,0.6570811860124888
1,Beagle,high,9.805604954339946,1228.5164738581323,61.64893513287963,2,6,1,high,2,1.0
4,Corgi,medium,6.519547399058191,7201.425770633398,76.1826760582305,1,18,0,low,0,0.15278355360072307
4,Boxer,high,1.5105330338227296,11491.272161085346,150.56532083246398,1,2,1,low,0,0.0
12,Rottweiler,medium,3.2874827755964016,3484.735844692078,45.19307367537898,0,8,6,medium,1,0.3493912113899679
11,Husky,high,2.771606951608971,2567.114444867324,2.892960433206338,2,13,2,high,2,0.6849341814184275
7,Shih Tzu,low,0.5860557811511874,2384.0201087697014,47.497277793866495,0,4,1,low,0,0.08131652867500484
8,Husky,high,0.02351366558633341,5332.845744855995,28.042206364037643,2,21,1,medium,1,0.4603156338249851
2,German Shepherd,high,14.989007199517072,9062.224032639288,15.55268238396467,2,22,3,medium,1,0.517201638740349
14,Rottweiler,medium,8.3356469954746,1020.0138857230845,17.278952231929836,2,13,2,medium,1,0.5011959028680337
12,Border Collie,high,0.08413691670077256,3400.9429671126495,27.724678770679567,1,23,6,medium,1,0.37803400699155504
11,Bulldog,low,0.8547457000992305,4312.1105848369325,34.27477035486341,2,0,1,low,0,0.0
3,Poodle,medium,5.547029844945194,2906.3385098412355,9.915114253575648,0,10,0,high,2,0.7099490678580066
2,Shih Tzu,low,9.739297748595575,2493.618423536326,65.30813043263454,3,19,6,low,0,0.182767530982827
4,Corgi,medium,9.708614865301955,5396.818220437227,45.62066377245196,1,2,5,medium,1,0.3906161617643357
11,Husky,high,10.70081575895313,3380.856835804455,9.24393118809931,4,15,0,high,2,0.7523856911973699
1,Shih Tzu,low,0.9988249203055124,3027.073150872983,55.61941440439183,3,14,2,low,0,0.1293074902750666
9,Chihuahua,medium,2.1221781225248098,4202.081152402607,79.88813986146148,1,13,1,low,0,0.25019108324427003
13,Pomeranian,medium,2.7857774146319665,2140.1182188882412,18.34540046726189,2,15,0,medium,1,0.3388256959424169
5,Labrador,high,7.06346942614262,1706.9120976985573,60.4443592751371,3,9,2,high,2,1.0
5,Rottweiler,medium,0.41544041059916026,563.8977919760042,127.278485523032,2,5,4,low,0,0.3215605921838457
6,Boxer,high,3.0601443029811026,5569.160372290478,112.38746948258184,2,18,4,medium,1,0.43588410900580193
9,Beagle,high,12.548591970869158,5894.420756927504,43.72892031911544,2,17,4,high,2,0.7461556533010472
7,Labrador,high,1.0730382669286356,1940.5364753650767,17.4269744872243,1,13,6,high,2,0.8578843463755119
9,Boxer,high,11.378123647972055,3351.4487272678916,83.27739705452356,2,20,0,medium,1,0.6303549778604851
10,Bulldog,low,5.058310544518536,9477.380630181604,105.48430280218334,1,1,5,low,0,0.0
6,Bulldog,low,3.8869796436276154,3808.410658858002,34.81887231437208,3,7,2,low,0,0.23256450707638326
8,Beagle,high,3.838739509721484,5773.751342264302,77.21606341862666,6,18,1,medium,1,0.5245137527462665
7,Husky,high,5.169962337732134,7361.9143940375025,62.806682520561466,3,2,3,medium,1,0.48743446901854837
13,Dachshund,medium,3.890810551939336,3612.3999372624135,51.72727480093119,1,9,1,medium,1,0.33545132596091615
3,Dachshund,medium,2.8026945506052403,2174.4564701281433,123.35304067311245,2,20,6,low,0,0.12452825261961761
9,Golden Retriever,high,1.5030091450553718,2721.762791397562,65.86689981531774,1,15,3,high,2,0.6970771353954415
10,Golden Retriever,high,11.81781640600033,13082.349899061675,76.39179328559793,2,13,2,low,0,0.22104312960897682
9,Chihuahua,medium,3.5765599084782833,2102.58487013726,23.096496906408657,2,17,1,medium,1,0.5423796640003807
1,Pomeranian,medium,6.157468423806413,2525.5926894651698,108.79375887943172,5,17,1,medium,1,0.44577118183028397
8,Pomeranian,medium,10.641541036090583,2563.446250327116,19.500188005551717,2,13,1,medium,1,0.6414684389013368
9,Poodle,medium,11.620326773662207,3636.58408351728,29.761556585025872,1,10,6,high,2,0.7177398430874353
9,Chihuahua,medium,2.3982775345099716,7730.633586268855,63.86616152140437,2,19,5,low,0,0.08313453992885726
9,Beagle,high,4.350429775644984,5836.376982261742,9.97864929489303,3,6,2,high,2,0.8473779207544794
4,Border Collie,high,27.575210240898077,3447.7336974117584,34.87753883707749,0,8,6,high,2,1.0
2,Boxer,high,0.8448992639393633,4345.504565846626,88.57092185488003,3,0,4,medium,1,0.5319240758109917
8,Pomeranian,medium,41.24363261924154,4467.937439291919,51.090623703651126,1,16,5,high,2,0.9582577380373827
13,Dachshund,medium,0.42260480524949123,2125.5150958789673,109.13711818723147,1,13,1,low,0,0.07333637886667482
6,Boxer,high,2.651274177635322,3540.2441304931444,18.69922814960972,2,17,6,high,2,0.7850251847569758
8,Dachshund,medium,16.86955011215295,2355.344464560441,76.98196147054315,1,19,3,medium,1,0.6140502636525648
13,Poodle,medium,0.9682845595495913,7498.996921855607,29.44731305956281,0,20,0,low,0,0.0
5,Border Collie,high,0.9882297286881873,1766.1829290989976,94.72953777255836,2,16,6,high,2,0.6736756753008007
11,Shih Tzu,low,5.616648749543055,1783.4348782535913,77.82366374491646,5,10,6,low,0,0.075378893768211
9,Corgi,medium,22.10731785408546,4913.613492166766,26.18943964040256,2,0,4,high,2,0.6748315556037453
13,Dachshund,medium,5.847134120589581,9430.983040669176,58.78909592393129,1,10,5,low,0,0.0012871797598474899
3,Shih Tzu,low,1.4768173580953567,5052.386880551461,51.46977729557756,1,0,4,low,0,0.0
9,Dachshund,medium,1.8115680716620113,2596.0071343162112,71.4602630644497,4,18,1,medium,1,0.3624483821409366
6,Pomeranian,medium,4.6923935681786535,5538.327414752659,87.5479954872654,1,23,3,low,0,0.043703592532987806
5,Poodle,medium,14.59405386498684,6494.868049740944,63.32443621263608,1,18,1,medium,1,0.3618977242337338
12,German Shepherd,high,7.63620649805849,3187.2278189580734,85.37567035764138,0,17,2,medium,1,0.5225972632693869
5,Shih Tzu,low,4.725298604936011,4804.226649783129,54.16456894543199,2,4,6,low,0,0.0
11,Border Collie,high,2.166345340579761,2394.1860839815877,30.047728971337317,2,21,6,medium,1,0.4673352682090908
1,Pomeranian,medium,2.9928691431600827,2707.2051596923525,5.308290456316881,5,0,1,medium,1,0.6408447833303347
2,Border Collie,high,4.469854393382396,7534.553280304514,142.04514573216716,2,1,1,low,0,0.2673115120743512
11,Corgi,medium,12.667418751539065,11705.890313921302,37.85399206459003,5,19,2,low,0,0.0
4,Husky,high,2.8489897985637773,1879.976530591177,77.68114642250421,3,13,3,high,2,0.7404817054176651
13,Pomeranian,medium,1.9017496949501425,3675.2109251403303,49.33022863552001,2,6,5,low,0,0.3045242678186158
12,Poodle,medium,2.6121464653081223,3093.9720055403727,17.158914737838195,0,2,4,low,0,0.2816668339114508
12,Chihuahua,medium,0.14215872187103634,3779.864065352107,40.4397148107391,4,23,3,low,0,0.0
12,German Shepherd,high,3.989748930398895,4749.543874986162,37.80257889119184,3,17,1,medium,1,0.48701673577949905
14,Pomeranian,medium,7.501994448814191,4880.437304052459,47.51140838339808,2,19,5,low,0,0.18009514827859374
14,Pomeranian,medium,0.6974599838688212,2728.7921068969636,45.79078717072677,3,19,1,low,0,0.20008650539051226
9,Golden Retriever,high,8.258356486978412,1021.4489473064756,76.24144922504219,3,0,3,high,2,0.8857487148819796
12,Golden Retriever,high,32.455149352404334,2810.722259909703,68.84875566860853,2,10,3,high,2,1.0
10,German Shepherd,high,1.044138861586352,5782.812805327837,25.9399202038187,4,16,5,medium,1,0.6055837455305556
11,Labrador,high,4.472374692513007,1082.4333771445977,126.27560778314702,0,1,5,medium,1,0.49390455612200673
13,Shih Tzu,low,8.837022933319632,1444.1823833033527,49.49513860414876,1,7,6,low,0,0.22022825938008744
2,Golden Retriever,high,5.351888254771773,3029.726577120461,40.890897493511716,1,23,3,medium,1,0.6551872992185226
8,Husky,high,4.898438127380581,4967.524626566706,24.156423865013195,0,0,1,high,2,0.7231980981998077
8,Poodle,medium,5.486370375831588,3973.009495436566,49.67729605857281,0,23,2,low,0,0.24553236305790052
9,Rottweiler,medium,4.360409287914004,2353.766735012385,30.008038806205683,2,14,1,medium,1,0.5230940536823094
9,Labrador,high,12.764045316360594,2117.0731624166233,75.64828882179414,1,3,6,high,2,0.8965889768065272
9,Corgi,medium,0.9412538823466718,3902.781276123418,7.377647932980402,1,14,4,medium,1,0.42974323497258843
5,Corgi,medium,1.4758372009304974,4106.483924919759,138.98835816792905,3,1,5,low,0,0.09740402243383336
10,Poodle,medium,9.5588236560802,2154.4654618359264,63.86461493840124,4,12,5,medium,1,0.5370509292118446
7,Beagle,high,3.095840476371145,2781.8648969867386,70.53346853002321,2,16,4,high,2,0.7083517761285901
14,Dachshund,medium,1.471379057497062,4714.172847113519,55.3903865624718,3,1,0,low,0,0.06986331372529375
7,Rottweiler,medium,10.940417061670875,2402.059098627732,32.06906876357197,1,0,3,medium,1,0.624710733201254
6,Rottweiler,medium,1.2238121550568275,2375.1570315634804,86.24398674024673,1,16,5,low,0,0.32894414717318815
13,Boxer,high,6.687145932170733,1424.9211529838467,71.91397959211157,4,2,3,medium,1,0.646172214043536
10,Rottweiler,medium,2.0772058340235007,338.6877432746165,101.62211928806326,1,10,5,medium,1,0.5769102010837565
14,Labrador,high,2.098282918008613,18036.297879243415,74.68908775207774,5,16,6,low,0,0.0
2,German Shepherd,high,2.972464916548606,1652.2595866323518,74.68164217662115,5,21,3,medium,1,0.6137014013029827
4,Corgi,medium,5.155842339984281,1037.3148870499224,52.14069485311449,2,2,3,medium,1,0.5600067419772898
11,Chihuahua,medium,7.167006056641983,4094.984888699272,54.99669035360118,1,9,6,medium,1,0.3529259484047404
6,Corgi,medium,2.2785273095514,1621.9996673914902,27.50840962420146,1,7,4,high,2,0.6885511177218636
3,German Shepherd,high,15.576761610796398,3626.601873562273,14.9923164042753,2,18,0,high,2,1.0
2,Husky,high,7.332042658530785,3110.1473582797726,71.50451998133447,2,11,3,high,2,0.7568305695253906
9,Boxer,high,10.507337184249888,1431.4983301860948,63.22228793180632,4,15,1,high,2,0.9311766667634833
6,Pomeranian,medium,5.551626902086479,5284.404338242171,55.50401610461931,3,13,3,low,0,0.3033694811453628
8,Dachshund,medium,0.9932026868878019,1946.990044350449,71.70298812288954,4,16,1,medium,1,0.3871431718132125
1,Chihuahua,medium,0.6284297117324688,1330.024957138315,55.841821783124246,2,3,4,medium,1,0.5577344433094316
14,Corgi,medium,20.57928967568023,1329.7227138318078,58.89515869957389,1,7,3,high,2,0.7326335683491605
3,Bulldog,low,0.5888807569726607,11528.038054772054,25.458085007252087,3,7,5,low,0,0.0
11,Labrador,high,2.4603445158810855,5047.535893718059,24.637310172774185,0,22,2,low,0,0.3265603128763324
7,Golden Retriever,high,8.616903278598429,2767.586899699688,38.72729588780502,1,16,5,high,2,0.8807416009418133
8,Poodle,medium,15.826605575643612,739.148426158117,102.51441074608917,2,22,6,medium,1,0.47980849382601687
12,Labrador,high,11.1820059296971,210.98493969811094,19.476410182375787,2,9,0,high,2,1.0
12,Poodle,medium,3.1226891122420892,10916.083016252782,53.15626725635344,0,17,3,low,0,0.0
7,German Shepherd,high,8.199134516609792,2324.8618530560725,49.37819700566173,4,19,2,high,2,0.873715038245978
13,Golden Retriever,high,4.154532434205606,3211.171505512959,27.581739415280914,5,4,3,medium,1,0.6076175683677802
4,Corgi,medium,1.4503741268196049,5023.607486262066,85.25090730175452,2,8,5,low,0,0.32629585135021655
2,Husky,high,2.6794857666795022,3947.970780640726,46.378996813455764,3,17,5,high,2,0.691832357239242
14,Poodle,medium,14.498380425192678,9490.36216537986,21.037425661279322,3,9,4,low,0,0.23629104634388803
6,Labrador,high,2.89623201160074,1437.5164301552359,84.13939783838629,1,22,0,medium,1,0.6016710531213991
13,Bulldog,low,3.4035288049267254,1119.4488386634137,42.85418792275344,2,17,0,low,0,0.015756413288756987
13,German Shepherd,high,3.0227531722207317,2456.724573587821,28.378628975754474,0,16,5,medium,1,0.6320291726823568
13,Bulldog,low,2.2692252636592647,6580.508973325395,28.536384077213985,2,3,1,low,0,0.0
5,Chihuahua,medium,0.013237718668505191,5925.662765884592,58.96724513201776,0,0,4,low,0,0.1639294165280219
5,Chihuahua,medium,23.06815044012574,6535.9520861110805,25.21791425351897,3,11,2,medium,1,0.5959339298683002
