pet1_breed,pet1_size,pet1_energy,pet1_temperament,pet1_age,pet1_social,pet1_weight,pet2_breed,pet2_size,pet2_energy,pet2_temperament,pet2_age,pet2_social,pet2_weight,compatibility_score
Chihuahua,small,medium,nervous,5,0.41572081127215615,21,Bulldog,medium,low,calm,12,0.6697263713148391,34,0.6770842446799061
Golden Retriever,large,medium,friendly,5,0.9939130372405449,85,Rottweiler,large,medium,protective,8,0.41343696699244126,76,0.952288715469416
Pomeranian,small,medium,bold,7,0.372996247546406,10,Corgi,small,medium,friendly,10,0.5852901625550685,7,0.7916918716892649
Bulldog,medium,low,calm,1,0.59837807108938,32,Boxer,large,medium,playful,1,0.8583405504558398,61,0.8380609644651104
Beagle,medium,low,friendly,6,0.7836815943162944,38,Boxer,large,high,playful,11,0.7627985703331888,94,0.31447417595183574
Chihuahua,small,medium,nervous,6,0.3330193988553532,17,Beagle,medium,low,friendly,3,0.6582668159720005,29,0.4803157745143636
Shih Tzu,small,low,calm,8,0.5869951884692336,20,Golden Retriever,large,medium,friendly,2,0.9717134992353684,61,0.39165420238038934
Bulldog,medium,low,calm,13,0.7335782407551028,27,Boxer,large,high,playful,10,0.7980265992700599,65,0.4211899865307941
Husky,large,high,energetic,12,0.7334014090093237,94,Dachshund,small,medium,stubborn,1,0.5100077408701663,5,0.24232597194008632
Border Collie,medium,high,intelligent,7,0.6767205657989603,58,Border Collie,medium,medium,intelligent,8,0.6536999175684098,49,0.9045029340344599
Golden Retriever,large,high,friendly,6,0.9020265546182135,97,Husky,large,high,energetic,5,0.7498381062258556,93,0.9408143784320901
German Shepherd,large,high,protective,10,0.48962383796431613,63,Border Collie,medium,high,intelligent,13,0.5597238708008964,32,0.9047017539797229
Chihuahua,small,medium,nervous,1,0.4624221937073104,23,Golden Retriever,large,medium,friendly,5,0.8310348634113796,82,0.6211060102702868
Pomeranian,small,low,bold,13,0.457178017147811,15,Golden Retriever,large,high,friendly,1,0.8853347559139366,95,0.012622184344240887
Dachshund,small,medium,stubborn,6,0.49790303021421506,20,Bulldog,medium,low,calm,1,0.7389105444747629,51,0.6703526635597324
Chihuahua,small,medium,nervous,8,0.22681320475977967,8,Poodle,medium,medium,intelligent,1,0.6452074673359245,37,0.7002406357882085
Boxer,large,high,playful,8,0.8172429632270356,94,Pomeranian,small,medium,bold,3,0.5096301519648283,6,0.3824562571963631
Dachshund,small,medium,stubborn,1,0.7412377380263765,8,Husky,large,medium,energetic,2,0.64128678544832,90,0.6657290925828078
Bulldog,medium,low,calm,10,0.7919536492158138,46,Dachshund,small,medium,stubborn,14,0.4719740656115407,5,0.5923858684787253
Husky,large,medium,energetic,5,0.7595422428110145,76,Shih Tzu,small,low,calm,13,0.7709918902254086,20,0.3751428357049075
Labrador,large,high,friendly,5,0.8958624315445355,92,Border Collie,medium,high,intelligent,1,0.6554888846035702,35,0.7848941840329581
Boxer,large,high,playful,6,0.7109354821745582,97,Beagle,medium,high,friendly,13,0.8793542779890225,47,0.7527751519485388
Chihuahua,small,medium,nervous,4,0.48220033960905295,11,Bulldog,medium,low,calm,12,0.8209632508679192,41,0.5828964441140823
Dachshund,small,medium,stubborn,6,0.4728512462403692,17,Chihuahua,small,medium,nervous,13,0.3496783123722042,12,0.7385399315871187
Labrador,large,high,friendly,12,0.9372440476131481,73,Pomeranian,small,medium,bold,8,0.6366841179632616,15,0.41363655153891804
Labrador,large,high,friendly,6,0.888986228675354,74,Pomeranian,small,medium,bold,9,0.46087722517707375,20,0.45900908993404577
Corgi,small,medium,friendly,7,0.6804230872623888,5,Beagle,medium,high,friendly,12,0.8106447437533076,34,0.8707151923927801
Labrador,large,high,friendly,4,1.0,85,Shih Tzu,small,high,calm,8,0.4234322385711285,8,0.5102742083258177
Dachshund,small,medium,stubborn,10,0.48543578253806946,13,Rottweiler,large,medium,protective,2,0.5268681772892599,91,0.540521398421025
Dachshund,small,medium,stubborn,13,0.45469990063035615,11,German Shepherd,large,medium,protective,8,0.7326009509278476,71,0.6041031260675159
Husky,large,high,energetic,9,0.6962623680573183,78,German Shepherd,large,high,protective,1,0.35753665171817023,84,0.926149337611907
Shih Tzu,small,medium,calm,2,0.630067891395443,9,Boxer,large,high,playful,4,0.7588150347574414,60,0.5212225374483291
Rottweiler,large,medium,protective,2,0.6640456126549608,62,Rottweiler,large,low,protective,11,0.6080849503337639,68,0.5897025347948894
Shih Tzu,small,low,calm,5,0.5720598761291751,14,Poodle,medium,high,intelligent,8,0.6628843907414987,25,0.4883070408653038
Border Collie,medium,high,intelligent,12,0.6580832612345953,29,Chihuahua,small,medium,nervous,14,0.5199248276434565,9,0.7980065913481553
Beagle,medium,medium,friendly,6,0.6713582550592152,54,Boxer,large,high,playful,3,0.8912299227536518,81,0.603970326094967
Bulldog,medium,medium,calm,7,0.7655558607890972,55,Shih Tzu,small,medium,calm,1,0.5031545546622738,5,1.0
Corgi,small,medium,friendly,14,0.6752883896988117,6,Chihuahua,small,high,nervous,2,0.5166239335906089,9,0.5883692190892839
Dachshund,small,high,stubborn,14,0.6580694904631175,9,Bulldog,medium,medium,calm,4,0.6398595693140516,52,0.5153348448259427
Poodle,medium,medium,intelligent,3,0.6717322843305183,58,Chihuahua,small,medium,nervous,6,0.6892694640765804,20,0.8581271625892168
Pomeranian,small,medium,bold,8,0.4847715214074002,17,Boxer,large,high,playful,3,0.8098052944514349,68,0.4016641926378828
German Shepherd,large,high,protective,5,0.6501421674693786,83,Beagle,medium,high,friendly,12,0.7546907383383072,45,0.6986910963644049
Border Collie,medium,high,intelligent,7,0.7456293498244344,58,Corgi,small,medium,friendly,3,0.7203893333413872,14,0.6561399702755023
Labrador,large,high,friendly,10,0.8419591267683786,72,Golden Retriever,large,high,friendly,9,1.0,60,1.0
Labrador,large,medium,friendly,9,0.9141324000288956,78,Corgi,small,medium,friendly,1,0.6957610730195835,18,0.9205238732298177
Chihuahua,small,medium,nervous,3,0.35013676167032187,7,Shih Tzu,small,low,calm,1,0.6613910977483864,23,0.7990562950392999
Rottweiler,large,high,protective,4,0.5181366832153341,73,German Shepherd,large,high,protective,14,0.46192070518369727,91,0.6567706620478109
Corgi,small,medium,friendly,14,0.710185211875825,5,German Shepherd,large,high,protective,12,0.4327218523506506,90,0.5293094331998713
Bulldog,medium,medium,calm,8,0.6863034746782248,30,Pomeranian,small,medium,bold,3,0.39193034015939754,22,0.8875838347261227
Rottweiler,large,medium,protective,9,0.7708822161664333,64,Dachshund,small,medium,stubborn,3,0.5647388885397122,15,0.5502337885115068
Golden Retriever,large,high,friendly,4,0.7860892303243356,93,Border Collie,medium,high,intelligent,14,0.5757595082051555,55,0.6822731017191345
Husky,large,medium,energetic,13,0.6414177284260975,81,Labrador,large,high,friendly,10,0.9378000739974728,65,0.7731645926318633
Corgi,small,medium,friendly,12,0.5767447790191575,23,Husky,large,high,energetic,14,0.8000660607270863,91,0.451756617712698
Bulldog,medium,low,calm,5,0.6670487443881639,57,Poodle,medium,medium,intelligent,11,0.5820887355328601,52,0.713941128911103
Corgi,small,medium,friendly,8,0.44522926330266005,7,Pomeranian,small,medium,bold,4,0.45802265201289444,12,0.7512507503717103
Labrador,large,high,friendly,7,0.9266204082552494,69,Shih Tzu,small,low,calm,7,0.717640438517731,14,0.42552667333356053
German Shepherd,large,high,protective,11,0.544939645669255,85,Shih Tzu,small,low,calm,4,0.7070339702633056,23,0.17076288995887248
Boxer,large,medium,playful,9,0.636456236702337,60,Husky,large,high,energetic,1,0.6791205589960394,79,0.7815740117684231
Border Collie,medium,high,intelligent,2,0.8083691485870591,52,Poodle,medium,medium,intelligent,8,0.7446838113379404,50,0.75641748265293
Rottweiler,large,medium,protective,1,0.619851001723488,73,German Shepherd,large,high,protective,7,0.7294199539326527,86,0.8055453103998893
Poodle,medium,medium,intelligent,2,0.6943633531718322,37,Labrador,large,high,friendly,3,1.0,91,1.0
Bulldog,medium,low,calm,2,0.5858523628544577,35,Bulldog,medium,low,calm,1,0.6411433081705863,59,1.0
Rottweiler,large,medium,protective,13,0.615844864795714,99,German Shepherd,large,high,protective,1,0.4384786798118686,64,0.7013826479660337
Dachshund,small,medium,stubborn,6,0.34161256874162627,18,Corgi,small,medium,friendly,2,0.7696109114603069,19,0.7744459790745963
Pomeranian,small,medium,bold,10,0.5460260030663778,23,Rottweiler,large,medium,protective,2,0.6619276410766757,70,0.5588526539785906
Bulldog,medium,low,calm,7,0.4938960127366896,49,German Shepherd,large,high,protective,2,0.5673441938135871,68,0.3548713522264849
Poodle,medium,medium,intelligent,7,0.6518172999535886,52,Border Collie,medium,medium,intelligent,5,0.7221012491494083,29,0.9181538946008406
Dachshund,small,low,stubborn,1,0.5899158078811961,6,Bulldog,medium,medium,calm,1,0.6416662764581956,49,0.7713820047566754
Chihuahua,small,medium,nervous,1,0.3823972543228407,12,German Shepherd,large,medium,protective,13,0.6303554478115899,91,0.48731285812126657
Dachshund,small,medium,stubborn,12,0.462965266158861,23,Pomeranian,small,medium,bold,9,0.5288025740038585,5,0.765842286066538
Border Collie,medium,high,intelligent,13,0.7748041239347319,46,Shih Tzu,small,medium,calm,4,0.7420236427722091,9,0.4533701997622362
German Shepherd,large,medium,protective,14,0.42437904611938904,79,Corgi,small,medium,friendly,14,0.6283533196754264,9,0.7306084519864273
Chihuahua,small,medium,nervous,11,0.2571043243844125,23,Corgi,small,medium,friendly,8,0.7816495223444409,15,0.9379529640667775
Bulldog,medium,high,calm,12,0.6405005142919721,33,Poodle,medium,medium,intelligent,6,0.6943356562607631,51,0.7465805497905071
Bulldog,medium,low,calm,9,0.7819258070915067,51,Husky,large,high,energetic,2,0.5556116603084682,95,0.450140246874326
Golden Retriever,large,high,friendly,2,0.8360129466937123,78,Husky,large,high,energetic,13,0.6744082214518773,88,0.7384920712493609
Labrador,large,low,friendly,11,0.8145747249675566,68,Labrador,large,high,friendly,7,0.8306161134692472,80,0.866271641575452
Dachshund,small,medium,stubborn,6,0.4624797942158124,13,Corgi,small,medium,friendly,11,0.48602348037673204,11,0.8150360990004158
Chihuahua,small,medium,nervous,10,0.34413234769645473,12,Poodle,medium,medium,intelligent,8,0.6226899825140894,51,0.7669529060799941
Poodle,medium,medium,intelligent,10,0.6153772335221903,58,Border Collie,medium,high,intelligent,12,0.6075272582479463,35,0.7577527665012594
Chihuahua,small,medium,nervous,8,0.35675992360562564,5,Corgi,small,medium,friendly,2,0.670352942693869,23,0.880048733558137
Poodle,medium,high,intelligent,1,0.681775139526744,28,Chihuahua,small,medium,nervous,5,0.3757917459166784,13,0.7318723409474766
German Shepherd,large,high,protective,7,0.5961283820032158,61,Border Collie,medium,high,intelligent,5,0.6258984109369293,32,0.8950290087583028
Bulldog,medium,medium,calm,14,0.8247421358232111,42,Bulldog,medium,medium,calm,7,0.8172549123193932,35,1.0
German Shepherd,large,medium,protective,8,0.5799165610498633,96,Boxer,large,high,playful,3,0.9290476092422835,94,0.8090176841707248
Pomeranian,small,medium,bold,14,0.39077552763261225,9,Boxer,large,high,playful,10,0.8607936009097974,74,0.3980524241540953
Labrador,large,high,friendly,11,1.0,97,Poodle,medium,medium,intelligent,1,0.8547416629945543,40,0.7231549112126676
Beagle,medium,medium,friendly,13,0.7802385783431588,41,Border Collie,medium,high,intelligent,1,0.8344754089215694,50,0.7937686758779212
Pomeranian,small,medium,bold,11,0.48724077448714936,23,Labrador,large,medium,friendly,10,0.9801815317013544,69,0.6374794308632837
Bulldog,medium,low,calm,4,0.7591728817610027,28,Rottweiler,large,medium,protective,8,0.36085755704614947,78,0.6492237506688677
Chihuahua,small,medium,nervous,1,0.41671864031118905,17,Boxer,large,medium,playful,7,0.606838257862037,68,0.5538913757553363
Boxer,large,high,playful,5,0.7362966132166063,92,Poodle,medium,medium,intelligent,9,0.6380802611443321,58,0.7116004769870221
Pomeranian,small,medium,bold,13,0.3027442075684273,23,Rottweiler,large,medium,protective,7,0.6496530634128513,60,0.4274147931296408
Boxer,large,high,playful,9,0.9171064143099822,93,Labrador,large,high,friendly,9,0.9432621622867405,95,0.9671856714052163
Poodle,medium,medium,intelligent,1,0.7946125780145632,29,German Shepherd,large,high,protective,3,0.5253789368270141,83,0.6505109588241816
Husky,large,high,energetic,12,0.7195390719576813,80,Corgi,small,high,friendly,12,0.5563386794218548,14,0.7561818254850381
German Shepherd,large,high,protective,9,0.7087285051432164,76,German Shepherd,large,high,protective,7,0.4268478051687789,87,0.9366436834628061
Poodle,medium,medium,intelligent,13,0.7517987935115066,56,Dachshund,small,medium,stubborn,3,0.2981309257725323,18,0.6861956707060616
Chihuahua,small,medium,nervous,6,0.409053776138445,18,Shih Tzu,small,low,calm,5,0.6580173268363997,23,0.9592639414440269
Poodle,medium,medium,intelligent,1,0.5899613553110341,56,Rottweiler,large,medium,protective,5,0.7825870455249959,81,0.7916829532944591
Chihuahua,small,medium,nervous,12,0.5115225232028561,8,Labrador,large,high,friendly,3,0.9386518722694911,88,0.3153168733329687
Bulldog,medium,low,calm,2,0.6164431327849201,31,Bulldog,medium,low,calm,5,0.7637806260601168,34,0.9986019017462051
Corgi,small,medium,friendly,5,0.8516243720375751,22,Beagle,medium,high,friendly,8,0.7602157571760383,47,1.0
Dachshund,small,medium,stubborn,11,0.3901456802799109,11,German Shepherd,large,medium,protective,2,0.5738405027493899,81,0.28149341160838137
Beagle,medium,high,friendly,11,1.0,49,Boxer,large,high,playful,2,0.8318851110666337,78,0.8568488754844903
Husky,large,medium,energetic,13,0.5593941886348867,88,Shih Tzu,small,high,calm,2,0.5606591465406456,22,0.2845019948797291
Chihuahua,small,medium,nervous,8,0.44574715583598956,10,Chihuahua,small,medium,nervous,6,0.30206608420246456,11,0.8057631291763704
Husky,large,high,energetic,6,0.7777874294566579,96,Shih Tzu,small,medium,calm,3,0.5787039417338907,7,0.5262417136255977
Chihuahua,small,medium,nervous,12,0.44247251201572696,19,Border Collie,medium,high,intelligent,3,0.5354129076857514,30,0.3922303981575296
Dachshund,small,medium,stubborn,5,0.3386021140785175,22,Dachshund,small,medium,stubborn,4,0.3837854541768183,23,0.9060211354420465
German Shepherd,large,high,protective,11,0.4659076108048128,66,Corgi,small,medium,friendly,7,0.753098043494798,17,0.4239710908034336
Poodle,medium,medium,intelligent,3,0.7341281163458306,28,Shih Tzu,small,low,calm,11,0.5577303521353775,5,0.586627517483438
Shih Tzu,small,low,calm,1,0.6090446182270204,5,Labrador,large,high,friendly,3,0.8207762361950472,90,0.2278069734937291
Dachshund,small,medium,stubborn,7,0.609410970459006,11,Poodle,medium,medium,intelligent,8,0.7326063720519856,38,0.9922390609818891
Corgi,small,medium,friendly,14,0.5882376486528702,8,Border Collie,medium,medium,intelligent,13,0.8897569944018565,51,0.9085151183916051
Dachshund,small,medium,stubborn,4,0.5341399539962901,23,Corgi,small,medium,friendly,6,0.6030239039717059,14,0.9081412019650145
Border Collie,medium,medium,intelligent,10,0.7002713068190497,31,Dachshund,small,medium,stubborn,5,0.5888329769930593,16,0.7821274175636199
Boxer,large,high,playful,13,0.7663349192704804,82,German Shepherd,large,high,protective,9,0.6338159458050386,98,0.9533193745972787
Boxer,large,high,playful,4,0.8569429843411958,94,Poodle,medium,medium,intelligent,13,0.6860032506772589,27,0.5773013686131617
Husky,large,high,energetic,3,0.6357254512768317,72,Golden Retriever,large,high,friendly,8,0.9854558415209247,66,0.9503744107579166
Corgi,small,low,friendly,3,0.7322662028107256,10,Labrador,large,high,friendly,12,0.899322833394496,97,0.4797837661990118
Beagle,medium,high,friendly,1,0.8842922680470302,32,Chihuahua,small,medium,nervous,10,0.3940319490145212,21,0.5970894016562148
Pomeranian,small,medium,bold,4,0.3765665873911151,16,German Shepherd,large,medium,protective,7,0.6623766064517391,92,0.5231673611359724
Bulldog,medium,low,calm,11,0.73902925603006,45,Beagle,medium,high,friendly,9,0.8050937294678908,42,0.5958482796642591
German Shepherd,large,high,protective,9,0.7028515282499829,93,Beagle,medium,high,friendly,14,0.7237495543825563,26,0.7818944903147561
German Shepherd,large,high,protective,1,0.6093306702340089,92,Pomeranian,small,medium,bold,12,0.49124741636736363,23,0.28884143346513097
Labrador,large,high,friendly,14,1.0,75,Beagle,medium,medium,friendly,10,0.7025486658820784,56,1.0
Dachshund,small,medium,stubborn,8,0.4947332133774439,24,Bulldog,medium,low,calm,11,0.705273160943215,49,0.7087791751185997
Beagle,medium,high,friendly,11,0.828388569175218,53,Rottweiler,large,medium,protective,9,0.36140975064013436,86,0.7455701364372737
Husky,large,high,energetic,10,0.7052756406932872,85,Corgi,small,medium,friendly,14,0.7955434089373681,24,0.36416904200467826
German Shepherd,large,high,protective,5,0.5961114364674522,83,Border Collie,medium,medium,intelligent,6,0.7387500244758611,31,0.7550140428159472
Chihuahua,small,medium,nervous,13,0.3612248593092954,23,Shih Tzu,small,medium,calm,14,0.6178116067121872,15,0.8171367448880232
Bulldog,medium,low,calm,9,0.6552956626063843,31,Border Collie,medium,high,intelligent,4,0.6503313864153557,36,0.5123512957740551
Poodle,medium,medium,intelligent,1,0.6198586544982505,52,Rottweiler,large,medium,protective,3,0.3588035484748219,83,0.6608036189852721
Poodle,medium,medium,intelligent,9,0.6859220845673389,33,Shih Tzu,small,high,calm,11,0.5528426104878539,14,0.692688715089189
Bulldog,medium,low,calm,8,0.6755125412196157,52,Border Collie,medium,high,intelligent,7,0.47665016194145116,56,0.6289007660382812
Chihuahua,small,medium,nervous,5,0.46113973389217516,12,Border Collie,medium,medium,intelligent,10,0.7156022591940175,49,0.7984338906366296
Border Collie,medium,high,intelligent,4,0.6869834686686582,35,Rottweiler,large,high,protective,13,0.5790019363454901,91,0.6075467877290999
Rottweiler,large,medium,protective,1,0.47870394257262794,81,Chihuahua,small,medium,nervous,7,0.421471359941789,16,0.44935418359397955
Rottweiler,large,medium,protective,5,0.3266621163798147,66,Husky,large,high,energetic,7,0.6751607628543668,87,0.819194915362252
Beagle,medium,high,friendly,2,0.8585978430596224,25,Dachshund,small,medium,stubborn,2,0.6030120719818272,21,0.7369629073579167
German Shepherd,large,medium,protective,9,0.6964524824761618,78,Boxer,large,high,playful,14,0.7286048535938252,84,0.7385184960802211
Corgi,small,medium,friendly,3,0.751463698070876,8,Corgi,small,medium,friendly,7,0.6169123990412833,21,0.942321767416761
Boxer,large,high,playful,10,0.8478613011663728,86,Bulldog,medium,low,calm,13,0.817434215370269,34,0.5792173926503903
Corgi,small,medium,friendly,6,0.8613544669202462,8,Labrador,large,high,friendly,8,0.8418894613836785,66,0.8239759803125705
Rottweiler,large,medium,protective,3,0.48015957140500753,81,Border Collie,medium,high,intelligent,5,0.838406478059585,36,0.7350860972038685
Dachshund,small,high,stubborn,13,0.45086842824758677,20,Labrador,large,high,friendly,7,0.8547360402412975,87,0.5967355125722178
Beagle,medium,high,friendly,5,0.8813478871858437,38,Husky,large,high,energetic,14,0.5495550633065222,62,0.7743567011314281
Husky,large,high,energetic,8,0.7815114747135496,83,Boxer,large,high,playful,12,0.7258463392967026,86,0.9167294666491256
Chihuahua,small,medium,nervous,2,0.23662208628356535,15,Border Collie,medium,high,intelligent,5,0.5489975953870773,42,0.6430863022608433
Beagle,medium,high,friendly,12,0.7890467118223483,42,Poodle,medium,medium,intelligent,9,0.8968639074779869,36,1.0
Beagle,medium,high,friendly,2,0.7430814440183924,29,Corgi,small,medium,friendly,8,0.7311160242574146,5,0.970443193503815
Border Collie,medium,high,intelligent,10,0.8606137414766787,56,Boxer,large,high,playful,7,0.7390489734675375,96,0.8614651912774317
Border Collie,medium,high,intelligent,4,0.8512533936225175,28,Husky,large,high,energetic,7,0.7303970042101557,67,0.8409186908533994
Chihuahua,small,high,nervous,3,0.37480749251087647,15,German Shepherd,large,high,protective,10,0.6983186226447391,69,0.5902844177644808
Chihuahua,small,medium,nervous,14,0.33290917570105255,23,Dachshund,small,medium,stubborn,2,0.44257823298040144,14,0.6727506079711422
Husky,large,low,energetic,13,0.722508517465303,71,Beagle,medium,low,friendly,2,0.9702361136089295,43,0.750413232773703
Shih Tzu,small,low,calm,11,0.6158180377804384,18,Husky,large,high,energetic,4,0.7896056879556219,94,0.14307520191106335
Bulldog,medium,high,calm,5,0.7807256599585137,57,Labrador,large,medium,friendly,10,0.853823560585359,72,0.843463249248963
Husky,large,high,energetic,14,0.6663494855280757,61,Corgi,small,medium,friendly,7,0.691684001837253,22,0.41083151896301806
Border Collie,medium,high,intelligent,5,0.9136516911168882,52,Bulldog,medium,high,calm,9,0.7276099210054374,31,1.0
Border Collie,medium,high,intelligent,10,0.792956358313047,50,Poodle,medium,medium,intelligent,6,0.7123555660824915,35,0.7720095969785007
Bulldog,medium,low,calm,13,0.7928002979150401,33,Shih Tzu,small,low,calm,7,0.5843585159407324,16,0.9235715656080891
Border Collie,medium,high,intelligent,6,0.9170073478433421,35,Rottweiler,large,medium,protective,1,0.40576778182374673,80,0.6121472803525333
German Shepherd,large,medium,protective,5,0.5786976965833077,68,Golden Retriever,large,high,friendly,7,0.8133964499185251,97,0.7948526241053006
Corgi,small,medium,friendly,9,0.5898718047224635,19,Beagle,medium,low,friendly,4,0.8544663329903439,49,0.9262869063012401
Beagle,medium,high,friendly,12,0.7474921034076986,56,Husky,large,medium,energetic,14,0.5146995124700657,72,0.7101935174770981
Poodle,medium,high,intelligent,6,0.8520519136582448,50,Shih Tzu,small,low,calm,2,0.4840293198241796,21,0.3490690996834574
German Shepherd,large,high,protective,14,0.5893415567862105,70,Labrador,large,medium,friendly,13,0.8903383588708832,94,0.948440264298866
Labrador,large,high,friendly,5,0.8550869072385312,86,Beagle,medium,high,friendly,13,0.9857513236218054,28,1.0
Husky,large,medium,energetic,5,0.6630519292834539,93,Dachshund,small,medium,stubborn,3,0.5042229786191541,22,0.6817010952830296
Beagle,medium,low,friendly,5,0.7843028755069182,28,Bulldog,medium,low,calm,13,0.659815037154887,52,0.8847894197722014
Poodle,medium,low,intelligent,5,0.6009604611835098,48,Husky,large,medium,energetic,11,0.8145283189874968,83,0.7153475181638049
Golden Retriever,large,high,friendly,1,0.9550270357058108,76,Bulldog,medium,high,calm,14,0.6710073625946187,36,0.876890391049206
Shih Tzu,small,low,calm,4,0.500057077058173,14,Boxer,large,high,playful,12,0.9234844359882299,73,0.20711228670478057
Poodle,medium,medium,intelligent,10,0.88399776306661,31,Bulldog,medium,low,calm,4,0.8665640482266272,50,0.8733734687771805
Husky,large,high,energetic,12,0.6775391554492531,79,Dachshund,small,medium,stubborn,3,0.49650077214171606,18,0.20351243101060157
Chihuahua,small,medium,nervous,8,0.12472865351001267,10,German Shepherd,large,high,protective,1,0.6063022043956587,67,0.3291177751956348
Boxer,large,high,playful,1,1.0,79,Poodle,medium,medium,intelligent,12,0.7063324478938974,42,0.6969831353593293
Corgi,small,medium,friendly,7,0.7786852058584122,15,Chihuahua,small,medium,nervous,3,0.5030410099791343,6,0.9024983749430511
Husky,large,high,energetic,13,0.6533901718410194,72,Chihuahua,small,low,nervous,6,0.4544492457923191,15,0.04166433162527293
Chihuahua,small,medium,nervous,11,0.34003456342873883,11,Chihuahua,small,medium,nervous,5,0.3191073218482075,16,0.7831070798559715
Pomeranian,small,medium,bold,5,0.3514248503733295,23,Border Collie,medium,high,intelligent,8,0.6082696918795624,27,0.5004610148151996
Boxer,large,high,playful,13,0.9059626523903489,87,Husky,large,medium,energetic,1,0.7506605455973191,82,0.8805275918706275
Labrador,large,medium,friendly,12,0.8363266654734945,70,Pomeranian,small,high,bold,6,0.5797629849406885,5,0.35067024299495664
Labrador,large,high,friendly,7,0.8709297578043416,96,Corgi,small,medium,friendly,1,0.5151523116944754,23,0.6426192295255168
Border Collie,medium,high,intelligent,9,0.5190075154078895,51,German Shepherd,large,high,protective,10,0.4794325801167695,73,0.7894741937475226
Boxer,large,high,playful,8,0.8077730351974762,66,Corgi,small,medium,friendly,13,0.6365831335050338,13,0.477336721226154
Boxer,large,high,playful,10,0.6038400957863227,62,Golden Retriever,large,high,friendly,4,0.837704722880375,80,0.9243366488053654
Poodle,medium,high,intelligent,4,0.7333858565544388,46,Pomeranian,small,medium,bold,10,0.6418121523366233,20,0.6538984110420872
Boxer,large,high,playful,6,0.8985922633145584,94,Border Collie,medium,high,intelligent,14,0.6183024089377308,47,0.8074624556606294
Corgi,small,medium,friendly,13,0.6264221539808585,11,Chihuahua,small,medium,nervous,12,0.421393847131848,18,1.0
Corgi,small,medium,friendly,3,0.7226610222082501,20,Chihuahua,small,medium,nervous,3,0.3893228522080261,9,0.9940668569019889
Rottweiler,large,medium,protective,1,0.45943580944418577,88,Chihuahua,small,medium,nervous,12,0.4184203473562582,16,0.28300230733243165
Border Collie,medium,high,intelligent,11,0.6617015770037499,38,Beagle,medium,high,friendly,3,0.7088895590703685,43,0.907324097722743
Pomeranian,small,medium,bold,10,0.6662151004676511,12,Bulldog,medium,high,calm,2,0.7657573508622665,57,0.597399481370361
Border Collie,medium,high,intelligent,1,0.6367518540816431,48,Beagle,medium,high,friendly,3,0.8034274104502168,31,0.9920362788220778
German Shepherd,large,high,protective,3,0.7114898366072239,87,Corgi,small,medium,friendly,6,0.5505962375198273,21,0.49429799046460854
Pomeranian,small,medium,bold,12,0.45384839255316756,9,Pomeranian,small,medium,bold,6,0.6171042389326729,24,0.929520851994723
Husky,large,medium,energetic,4,0.7444185585755206,79,Labrador,large,high,friendly,3,1.0,79,0.9764868096937579
Rottweiler,large,medium,protective,12,0.5472732076015909,65,Labrador,large,high,friendly,4,0.8027545214663131,65,0.7342512215193923
Boxer,large,high,playful,12,0.7898841249725829,91,German Shepherd,large,high,protective,4,0.6416128895032503,96,0.9330722763600661
Dachshund,small,medium,stubborn,11,0.48831079804907357,21,Beagle,medium,high,friendly,9,0.9475008782568428,43,0.6597384074837794
Pomeranian,small,medium,bold,3,0.40716410377557244,19,Rottweiler,large,medium,protective,1,0.4086696775733431,64,0.48477775573368054
Boxer,large,high,playful,10,0.9665639755122932,70,Poodle,medium,medium,intelligent,6,0.5795810750260982,37,0.6156729120476383
Dachshund,small,medium,stubborn,13,0.5084423184015927,16,Border Collie,medium,high,intelligent,11,0.6372509705111001,31,0.7783991679796778
Corgi,small,medium,friendly,7,0.4821300150209415,24,Poodle,medium,medium,intelligent,9,0.824082434279357,51,0.858632522456241
Chihuahua,small,medium,nervous,7,0.36722880049003537,13,Golden Retriever,large,high,friendly,5,0.9079826050982193,84,0.4969213345532606
Shih Tzu,small,low,calm,9,0.622301666911716,7,Labrador,large,high,friendly,6,1.0,99,0.4036447101019765
Shih Tzu,small,low,calm,5,0.5358483978161541,15,Golden Retriever,large,low,friendly,11,0.9933571819311108,84,0.5582356712653411
Pomeranian,small,medium,bold,11,0.4992330974293035,12,Golden Retriever,large,high,friendly,13,0.8479360438156777,88,0.3912136873416136
German Shepherd,large,high,protective,5,0.5988556038009477,78,German Shepherd,large,medium,protective,2,0.7027217876432257,84,0.8933723230063547
German Shepherd,large,high,protective,12,0.6637495245506879,77,German Shepherd,large,medium,protective,10,0.5747647989014804,84,0.8378718553595389
Pomeranian,small,high,bold,8,0.3525308230531061,20,Golden Retriever,large,high,friendly,13,0.8947245838422553,64,0.5369383849631871
Bulldog,medium,low,calm,13,0.7159520897633092,27,Labrador,large,high,friendly,3,0.8499116329141136,60,0.30839059006000985
Chihuahua,small,medium,nervous,13,0.2780715766426921,23,Golden Retriever,large,low,friendly,4,0.8239314116087529,75,0.24133135541317086
Boxer,large,high,playful,14,0.8543554950764469,95,Labrador,large,high,friendly,4,0.879092047156423,61,1.0
Chihuahua,small,medium,nervous,8,0.4520804926725932,9,Husky,large,high,energetic,1,0.6567175700599698,74,0.19361141535812654
Beagle,medium,high,friendly,4,0.8935313750012651,35,Beagle,medium,high,friendly,4,0.7414423028874625,54,1.0
